County_and_Quarter,X,County.x,Quarter,Petition_for_Modification,FTA_Warrant,Prison,Probation,Straight_1170h,Split_1170h,Probation_Petition,MS_Petition,PRCS_Petition,Parole_Petition,County.y,Name,Decarceratory,Did_Incumbent_Seek_Reelection,If_Sought_Did_Incumbent_Win,Contested,Election_Year,Notes...election.years...2014..2018..2022.with.New.DA.coming.in.Q1.after..,Total_Sentences,Percentage_Prison,Percentage_Probation,Percentage_Split,Percentage_Straight
Butte_ 2013 Q4 Court,127,Butte, 2013 Q4 Court,611,301,81,172,39,11,21,22,45,45,Butte,Michael L. Ramsey,0,1,1,0,0,,303,26.73267327,56.76567657,3.630363036,12.87128713
Butte_ 2014 Q1 Court,128,Butte, 2014 Q1 Court,676,371,98,189,43,9,258,12,41,42,Butte,Michael L. Ramsey,0,1,1,0,0,,339,28.90855457,55.75221239,2.654867257,12.68436578
Butte_ 2014 Q2 Court,129,Butte, 2014 Q2 Court,602,310,117,175,49,13,279,25,44,57,Butte,Michael L. Ramsey,0,1,1,0,0,,354,33.05084746,49.43502825,3.672316384,13.84180791
Butte_ 2014 Q3 Court,130,Butte, 2014 Q3 Court,580,320,93,205,48,2,333,31,38,46,Butte,Michael L. Ramsey,0,1,1,0,1,,348,26.72413793,58.90804598,0.574712644,13.79310345
Butte_ 2014 Q4 Court,131,Butte, 2014 Q4 Court,473,243,94,198,39,6,273,14,28,39,Butte,Michael L. Ramsey,0,1,1,0,1,,337,27.89317507,58.7537092,1.78041543,11.5727003
Butte_ 2015 Q1 Court,132,Butte, 2015 Q1 Court,454,205,79,114,19,8,259,21,57,28,Butte,Michael L. Ramsey,0,1,1,0,0,,220,35.90909091,51.81818182,3.636363636,8.636363636
Butte_ 2015 Q2 Court,133,Butte, 2015 Q2 Court,454,237,76,128,25,20,214,23,52,30,Butte,Michael L. Ramsey,0,1,1,0,0,,249,30.52208835,51.40562249,8.032128514,10.04016064
Butte_ 2015 Q3 Court,134,Butte, 2015 Q3 Court,459,226,85,127,19,13,319,27,57,37,Butte,Michael L. Ramsey,0,1,1,0,0,,244,34.83606557,52.04918033,5.327868852,7.786885246
Butte_ 2015 Q4 Court,135,Butte, 2015 Q4 Court,406,207,73,114,16,23,26,35,70,41,Butte,Michael L. Ramsey,0,1,1,0,0,,226,32.30088496,50.44247788,10.17699115,7.079646018
Butte_ 2016 Q1 Court,136,Butte, 2016 Q1 Court,392,92,82,121,16,27,187,21,83,35,Butte,Michael L. Ramsey,0,1,1,0,0,,246,33.33333333,49.18699187,10.97560976,6.504065041
Butte_ 2016 Q2 Court,137,Butte, 2016 Q2 Court,431,113,88,192,13,12,197,42,55,35,Butte,Michael L. Ramsey,0,1,1,0,0,,305,28.85245902,62.95081967,3.93442623,4.262295082
Butte_ 2016 Q3 Court,138,Butte, 2016 Q3 Court,406,142,76,209,13,21,220,64,69,45,Butte,Michael L. Ramsey,0,1,1,0,0,,319,23.82445141,65.51724138,6.5830721,4.07523511
Butte_ 2016 Q4 Court,139,Butte, 2016 Q4 Court,365,165,88,22,21,17,208,35,67,36,Butte,Michael L. Ramsey,0,1,1,0,0,,148,59.45945946,14.86486486,11.48648649,14.18918919
Butte_ 2017 Q1 Court,140,Butte, 2017 Q1 Court,398,110,65,190,7,14,244,61,76,42,Butte,Michael L. Ramsey,0,1,1,0,0,,276,23.55072464,68.84057971,5.072463768,2.536231884
Butte_ 2017 Q2 Court,141,Butte, 2017 Q2 Court,337,113,91,227,18,10,271,47,82,46,Butte,Michael L. Ramsey,0,1,1,0,0,,346,26.30057803,65.60693642,2.89017341,5.202312139
Butte_ 2017 Q3 Court,142,Butte, 2017 Q3 Court,413,111,90,163,14,16,251,89,87,34,Butte,Michael L. Ramsey,0,1,1,0,0,,283,31.80212014,57.59717314,5.653710247,4.946996466
Butte_ 2017 Q4 Court,143,Butte, 2017 Q4 Court,354,141,113,183,13,12,255,62,95,32,Butte,Michael L. Ramsey,0,1,1,0,0,,321,35.20249221,57.00934579,3.738317757,4.049844237
Butte_ 2018 Q1 Court,144,Butte, 2018 Q1 Court,378,116,82,158,9,5,340,72,92,48,Butte,Michael L. Ramsey,0,1,1,0,0,,254,32.28346457,62.20472441,1.968503937,3.543307087
Butte_ 2018 Q2 Court,145,Butte, 2018 Q2 Court,466,107,90,209,8,9,306,94,108,46,Butte,Michael L. Ramsey,0,1,1,0,0,,316,28.48101266,66.13924051,2.848101266,2.53164557
Butte_ 2018 Q3 Court,146,Butte, 2018 Q3 Court,456,100,96,198,19,16,335,81,88,39,Butte,Michael L. Ramsey,0,1,1,0,1,,329,29.17933131,60.18237082,4.863221884,5.775075988
Butte_ 2018 Q4 Court,147,Butte, 2018 Q4 Court,322,108,73,148,6,9,272,72,93,41,Butte,Michael L. Ramsey,0,1,1,0,1,,236,30.93220339,62.71186441,3.813559322,2.542372881
Butte_ 2019 Q1 Court,148,Butte, 2019 Q1 Court,385,144,81,215,16,28,307,88,102,50,Butte,Michael L. Ramsey,0,1,1,0,0,,340,23.82352941,63.23529412,8.235294118,4.705882353
Butte_ 2019 Q2 Court,149,Butte, 2019 Q2 Court,427,108,90,220,9,14,296,89,105,59,Butte,Michael L. Ramsey,0,1,1,0,0,,333,27.02702703,66.06606607,4.204204204,2.702702703
Butte_ 2019 Q3 Court,150,Butte, 2019 Q3 Court,417,131,75,204,17,9,333,97,100,67,Butte,Michael L. Ramsey,0,1,1,0,0,,305,24.59016393,66.8852459,2.950819672,5.573770492
Butte_ 2019 Q4 Court,151,Butte, 2019 Q4 Court,349,126,68,201,14,5,288,72,88,65,Butte,Michael L. Ramsey,0,1,1,0,0,,288,23.61111111,69.79166667,1.736111111,4.861111111
Butte_ 2020 Q1 Court,152,Butte, 2020 Q1 Court,366,97,78,137,10,13,228,90,86,73,Butte,Michael L. Ramsey,0,1,1,0,0,,238,32.77310924,57.56302521,5.462184874,4.201680672
Butte_ 2020 Q2 Court,153,Butte, 2020 Q2 Court,340,83,53,61,5,8,158,45,42,23,Butte,Michael L. Ramsey,0,1,1,0,0,,127,41.73228346,48.03149606,6.299212598,3.937007874
Butte_ 2020 Q3 Court,154,Butte, 2020 Q3 Court,364,175,39,110,7,2,269,67,49,29,Butte,Michael L. Ramsey,0,1,1,0,0,,158,24.6835443,69.62025316,1.265822785,4.430379747
Butte_ 2020 Q4 Court,155,Butte, 2020 Q4 Court,407,175,40,158,8,4,232,71,84,28,Butte,Michael L. Ramsey,0,1,1,0,0,,210,19.04761905,75.23809524,1.904761905,3.80952381
Butte_ 2021 Q1 Court,156,Butte, 2021 Q1 Court,425,157,72,178,6,10,184,36,87,38,Butte,Michael L. Ramsey,0,1,1,0,0,,266,27.06766917,66.91729323,3.759398496,2.255639098
Butte_ 2021 Q2 Court,157,Butte, 2021 Q2 Court,445,237,116,218,8,4,241,83,128,34,Butte,Michael L. Ramsey,0,1,1,0,0,,346,33.52601156,63.00578035,1.156069364,2.312138728
Butte_ 2021 Q3 Court,158,Butte, 2021 Q3 Court,397,216,121,215,10,10,216,58,92,29,Butte,Michael L. Ramsey,0,1,1,0,0,,356,33.98876404,60.39325843,2.808988764,2.808988764
Butte_ 2021 Q4 Court,159,Butte, 2021 Q4 Court,384,219,96,213,3,17,205,43,127,20,Butte,Michael L. Ramsey,0,1,1,0,0,,329,29.17933131,64.74164134,5.167173252,0.911854103
Butte_ 2022 Q1 Court,160,Butte, 2022 Q1 Court,399,192,100,201,7,19,197,58,138,29,Butte,Michael L. Ramsey,0,1,1,0,0,,327,30.58103976,61.46788991,5.810397554,2.140672783
Butte_ 2022 Q2 Court,161,Butte, 2022 Q2 Court,393,193,109,204,10,6,183,39,124,9,Butte,Michael L. Ramsey,0,1,1,0,0,,329,33.13069909,62.00607903,1.823708207,3.039513678
Butte_ 2022 Q3 Court,162,Butte, 2022 Q3 Court,336,143,113,187,19,14,211,68,133,32,Butte,Michael L. Ramsey,0,1,1,0,1,,333,33.93393393,56.15615616,4.204204204,5.705705706
Butte_ 2022 Q4 Court,163,Butte, 2022 Q4 Court,313,200,81,157,17,18,235,65,130,38,Butte,Michael L. Ramsey,0,1,1,0,1,,273,29.67032967,57.50915751,6.593406593,6.227106227
Butte_ 2023 Q1 Court,164,Butte, 2023 Q1 Court,NA,135,85,201,15,11,209,50,139,42,Butte,Michael L. Ramsey,0,1,1,0,0,,312,27.24358974,64.42307692,3.525641026,4.807692308
Calaveras_ 2013 Q1 Court,165,Calaveras, 2013 Q1 Court,86,9,4,11,1,1,29,2,7,NA,Calaveras,Barbara M. Yook,0,1,1,0,0,https://www.calaverasenterprise.com/articles/news/calaveras-county-district-attorney-candidate-barbara-yook/,17,23.52941176,64.70588235,5.882352941,5.882352941
Calaveras_ 2013 Q2 Court,166,Calaveras, 2013 Q2 Court,86,11,2,12,NA,NA,36,3,5,NA,Calaveras,Barbara M. Yook,0,1,1,0,0,https://elections.calaverasgov.us/Results/Archive,NA,NA,NA,NA,NA
Calaveras_ 2013 Q3 Court,167,Calaveras, 2013 Q3 Court,98,23,0,10,4,1,45,2,9,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,15,0,66.66666667,6.666666667,26.66666667
Calaveras_ 2013 Q4 Court,168,Calaveras, 2013 Q4 Court,108,7,4,14,1,0,32,0,3,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,19,21.05263158,73.68421053,0,5.263157895
Calaveras_ 2014 Q1 Court,169,Calaveras, 2014 Q1 Court,85,5,2,11,1,3,63,3,4,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,17,11.76470588,64.70588235,17.64705882,5.882352941
Calaveras_ 2014 Q2 Court,170,Calaveras, 2014 Q2 Court,88,8,3,15,2,1,50,0,2,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,21,14.28571429,71.42857143,4.761904762,9.523809524
Calaveras_ 2014 Q3 Court,171,Calaveras, 2014 Q3 Court,81,2,3,24,4,1,44,1,4,1,Calaveras,Barbara M. Yook,0,1,1,0,1,,32,9.375,75,3.125,12.5
Calaveras_ 2014 Q4 Court,172,Calaveras, 2014 Q4 Court,66,4,5,30,2,2,57,2,2,1,Calaveras,Barbara M. Yook,0,1,1,0,1,,39,12.82051282,76.92307692,5.128205128,5.128205128
Calaveras_ 2015 Q1 Court,173,Calaveras, 2015 Q1 Court,65,3,6,6,1,1,63,2,8,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,14,42.85714286,42.85714286,7.142857143,7.142857143
Calaveras_ 2015 Q2 Court,174,Calaveras, 2015 Q2 Court,63,6,4,5,0,1,53,2,5,1,Calaveras,Barbara M. Yook,0,1,1,0,0,,10,40,50,10,0
Calaveras_ 2015 Q3 Court,175,Calaveras, 2015 Q3 Court,71,5,2,0,0,0,59,2,2,1,Calaveras,Barbara M. Yook,0,1,1,0,0,,2,100,0,0,0
Calaveras_ 2015 Q4 Court,176,Calaveras, 2015 Q4 Court,52,6,2,3,0,1,29,8,3,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,6,33.33333333,50,16.66666667,0
Calaveras_ 2016 Q1 Court,177,Calaveras, 2016 Q1 Court,44,3,3,1,0,0,43,0,1,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,4,75,25,0,0
Calaveras_ 2016 Q2 Court,178,Calaveras, 2016 Q2 Court,63,8,6,4,2,0,29,1,2,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,12,50,33.33333333,0,16.66666667
Calaveras_ 2016 Q3 Court,179,Calaveras, 2016 Q3 Court,75,16,3,9,0,0,33,2,0,1,Calaveras,Barbara M. Yook,0,1,1,0,0,,12,25,75,0,0
Calaveras_ 2016 Q4 Court,180,Calaveras, 2016 Q4 Court,58,6,0,6,0,0,33,0,4,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,6,0,100,0,0
Calaveras_ 2017 Q1 Court,181,Calaveras, 2017 Q1 Court,46,8,3,11,1,2,41,2,9,1,Calaveras,Barbara M. Yook,0,1,1,0,0,,17,17.64705882,64.70588235,11.76470588,5.882352941
Calaveras_ 2017 Q2 Court,182,Calaveras, 2017 Q2 Court,63,3,14,11,1,1,40,1,6,2,Calaveras,Barbara M. Yook,0,1,1,0,0,,27,51.85185185,40.74074074,3.703703704,3.703703704
Calaveras_ 2017 Q3 Court,183,Calaveras, 2017 Q3 Court,63,7,8,20,0,0,47,2,7,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,28,28.57142857,71.42857143,0,0
Calaveras_ 2017 Q4 Court,184,Calaveras, 2017 Q4 Court,62,6,9,8,2,4,37,3,8,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,23,39.13043478,34.7826087,17.39130435,8.695652174
Calaveras_ 2018 Q1 Court,185,Calaveras, 2018 Q1 Court,51,5,12,14,0,3,31,2,9,1,Calaveras,Barbara M. Yook,0,1,1,0,0,,29,41.37931034,48.27586207,10.34482759,0
Calaveras_ 2018 Q2 Court,186,Calaveras, 2018 Q2 Court,67,2,5,21,0,2,38,2,12,3,Calaveras,Barbara M. Yook,0,1,1,0,0,,28,17.85714286,75,7.142857143,0
Calaveras_ 2018 Q3 Court,187,Calaveras, 2018 Q3 Court,56,11,9,21,1,1,32,0,12,0,Calaveras,Barbara M. Yook,0,1,1,0,1,,32,28.125,65.625,3.125,3.125
Calaveras_ 2018 Q4 Court,188,Calaveras, 2018 Q4 Court,95,13,5,8,0,1,27,2,9,0,Calaveras,Barbara M. Yook,0,1,1,0,1,,14,35.71428571,57.14285714,7.142857143,0
Calaveras_ 2019 Q1 Court,189,Calaveras, 2019 Q1 Court,62,1,11,26,0,0,42,1,10,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,37,29.72972973,70.27027027,0,0
Calaveras_ 2019 Q2 Court,190,Calaveras, 2019 Q2 Court,83,10,7,18,1,1,34,1,18,1,Calaveras,Barbara M. Yook,0,1,1,0,0,,27,25.92592593,66.66666667,3.703703704,3.703703704
Calaveras_ 2019 Q3 Court,191,Calaveras, 2019 Q3 Court,87,1,6,16,1,1,37,0,11,1,Calaveras,Barbara M. Yook,0,1,1,0,0,,24,25,66.66666667,4.166666667,4.166666667
Calaveras_ 2019 Q4 Court,192,Calaveras, 2019 Q4 Court,76,12,8,18,2,2,50,0,7,2,Calaveras,Barbara M. Yook,0,1,1,0,0,,30,26.66666667,60,6.666666667,6.666666667
Calaveras_ 2020 Q1 Court,193,Calaveras, 2020 Q1 Court,69,3,14,14,1,6,46,1,9,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,35,40,40,17.14285714,2.857142857
Calaveras_ 2020 Q2 Court,194,Calaveras, 2020 Q2 Court,74,9,3,20,2,0,29,0,10,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,25,12,80,0,8
Calaveras_ 2020 Q3 Court,195,Calaveras, 2020 Q3 Court,64,6,10,17,1,0,34,0,12,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,28,35.71428571,60.71428571,0,3.571428571
Calaveras_ 2020 Q4 Court,196,Calaveras, 2020 Q4 Court,52,4,12,15,1,0,27,0,8,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,28,42.85714286,53.57142857,0,3.571428571
Calaveras_ 2021 Q1 Court,197,Calaveras, 2021 Q1 Court,47,6,7,12,0,0,21,0,6,2,Calaveras,Barbara M. Yook,0,1,1,0,0,,19,36.84210526,63.15789474,0,0
Calaveras_ 2021 Q2 Court,198,Calaveras, 2021 Q2 Court,66,4,7,13,3,1,31,1,4,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,24,29.16666667,54.16666667,4.166666667,12.5
Calaveras_ 2021 Q3 Court,199,Calaveras, 2021 Q3 Court,69,3,11,14,3,0,39,2,11,2,Calaveras,Barbara M. Yook,0,1,1,0,0,,28,39.28571429,50,0,10.71428571
Calaveras_ 2021 Q4 Court,200,Calaveras, 2021 Q4 Court,60,6,4,17,0,0,27,1,9,1,Calaveras,Barbara M. Yook,0,1,1,0,0,,21,19.04761905,80.95238095,0,0
Calaveras_ 2022 Q1 Court,201,Calaveras, 2022 Q1 Court,66,1,8,13,0,0,23,1,5,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,21,38.0952381,61.9047619,0,0
Calaveras_ 2022 Q2 Court,202,Calaveras, 2022 Q2 Court,77,7,7,18,0,1,20,1,11,0,Calaveras,Barbara M. Yook,0,1,1,0,0,,26,26.92307692,69.23076923,3.846153846,0
Calaveras_ 2022 Q3 Court,203,Calaveras, 2022 Q3 Court,72,4,8,21,0,1,27,3,9,0,Calaveras,Barbara M. Yook,0,1,1,0,1,,30,26.66666667,70,3.333333333,0
Calaveras_ 2022 Q4 Court,204,Calaveras, 2022 Q4 Court,79,2,10,17,0,0,24,0,6,1,Calaveras,Barbara M. Yook,0,1,1,0,1,,27,37.03703704,62.96296296,0,0
Calaveras_ 2023 Q1 Court,205,Calaveras, 2023 Q1 Court,63,2,12,18,0,0,31,0,16,0,Calaveras,Barbara M. Yook,0,NA,NA,NA,0,,30,40,60,0,0
Colusa_ 2013 Q1 Court,206,Colusa, 2013 Q1 Court,91,11,4,10,3,0,16,0,5,0,Colusa,John R. Poyner,0,1,1,0,0,https://www.countyofcolusa.org/679/Past-Election-Results,17,23.52941176,58.82352941,0,17.64705882
Colusa_ 2013 Q2 Court,207,Colusa, 2013 Q2 Court,77,19,9,19,1,0,13,0,1,0,Colusa,John R. Poyner,0,1,1,0,0,,29,31.03448276,65.51724138,0,3.448275862
Colusa_ 2013 Q3 Court,208,Colusa, 2013 Q3 Court,70,22,10,15,3,0,4,0,2,1,Colusa,John R. Poyner,0,1,1,0,0,,28,35.71428571,53.57142857,0,10.71428571
Colusa_ 2013 Q4 Court,209,Colusa, 2013 Q4 Court,91,17,4,12,0,1,20,0,6,0,Colusa,John R. Poyner,0,1,1,0,0,,17,23.52941176,70.58823529,5.882352941,0
Colusa_ 2014 Q1 Court,210,Colusa, 2014 Q1 Court,94,13,7,20,2,3,22,0,3,2,Colusa,John R. Poyner,0,1,1,0,0,,32,21.875,62.5,9.375,6.25
Colusa_ 2014 Q2 Court,211,Colusa, 2014 Q2 Court,88,12,13,8,0,2,8,3,2,0,Colusa,John R. Poyner,0,1,1,0,0,,23,56.52173913,34.7826087,8.695652174,0
Colusa_ 2014 Q3 Court,212,Colusa, 2014 Q3 Court,73,11,7,9,0,4,20,5,1,0,Colusa,John R. Poyner,0,1,1,0,1,,20,35,45,20,0
Colusa_ 2014 Q4 Court,213,Colusa, 2014 Q4 Court,72,13,7,15,3,2,26,3,1,0,Colusa,John R. Poyner,0,1,1,0,1,,27,25.92592593,55.55555556,7.407407407,11.11111111
Colusa_ 2015 Q1 Court,214,Colusa, 2015 Q1 Court,61,6,6,14,4,2,19,9,7,0,Colusa,John R. Poyner,0,0,NA,NA,0,,26,23.07692308,53.84615385,7.692307692,15.38461538
Colusa_ 2015 Q2 Court,215,Colusa, 2015 Q2 Court,59,9,1,11,0,2,28,4,3,1,Colusa,John R. Poyner,0,0,NA,NA,0,,14,7.142857143,78.57142857,14.28571429,0
Colusa_ 2015 Q3 Court,216,Colusa, 2015 Q3 Court,67,10,3,16,6,0,29,5,5,0,Colusa,John R. Poyner,0,0,NA,NA,0,,25,12,64,0,24
Colusa_ 2015 Q4 Court,217,Colusa, 2015 Q4 Court,66,13,10,11,1,0,10,1,3,1,Colusa,John R. Poyner,0,0,NA,NA,0,,22,45.45454545,50,0,4.545454545
Colusa_ 2016 Q1 Court,218,Colusa, 2016 Q1 Court,85,21,8,18,6,1,23,1,4,1,Colusa,John R. Poyner,0,0,NA,NA,0,,33,24.24242424,54.54545455,3.03030303,18.18181818
Colusa_ 2016 Q2 Court,219,Colusa, 2016 Q2 Court,70,12,11,20,1,3,35,2,4,2,Colusa,John R. Poyner,0,0,NA,NA,0,,35,31.42857143,57.14285714,8.571428571,2.857142857
Colusa_ 2016 Q3 Court,220,Colusa, 2016 Q3 Court,58,10,8,21,2,3,29,4,3,0,Colusa,John R. Poyner,0,0,NA,NA,0,,34,23.52941176,61.76470588,8.823529412,5.882352941
Colusa_ 2016 Q4 Court,221,Colusa, 2016 Q4 Court,63,12,4,13,2,0,28,2,3,1,Colusa,John R. Poyner,0,0,NA,NA,0,,19,21.05263158,68.42105263,0,10.52631579
Colusa_ 2017 Q1 Court,222,Colusa, 2017 Q1 Court,90,12,10,16,2,2,29,6,7,0,Colusa,John R. Poyner,0,0,NA,NA,0,,30,33.33333333,53.33333333,6.666666667,6.666666667
Colusa_ 2017 Q2 Court,223,Colusa, 2017 Q2 Court,76,11,12,14,2,1,31,4,8,3,Colusa,John R. Poyner,0,0,NA,NA,0,,29,41.37931034,48.27586207,3.448275862,6.896551724
Colusa_ 2017 Q3 Court,224,Colusa, 2017 Q3 Court,90,17,7,14,3,1,20,4,3,2,Colusa,John R. Poyner,0,0,NA,NA,0,,25,28,56,4,12
Colusa_ 2017 Q4 Court,225,Colusa, 2017 Q4 Court,62,11,9,10,2,1,29,4,4,1,Colusa,John R. Poyner,0,0,NA,NA,0,,22,40.90909091,45.45454545,4.545454545,9.090909091
Colusa_ 2018 Q1 Court,226,Colusa, 2018 Q1 Court,64,2,5,13,5,2,15,0,4,3,Colusa,John R. Poyner,0,0,NA,0,0,,25,20,52,8,20
Colusa_ 2018 Q2 Court,227,Colusa, 2018 Q2 Court,65,13,4,26,6,0,55,1,8,1,Colusa,John R. Poyner,0,0,NA,0,0,,36,11.11111111,72.22222222,0,16.66666667
Colusa_ 2018 Q3 Court,228,Colusa, 2018 Q3 Court,58,5,4,9,5,5,11,0,7,2,Colusa,John R. Poyner,0,0,NA,0,1,,23,17.39130435,39.13043478,21.73913043,21.73913043
Colusa_ 2018 Q4 Court,229,Colusa, 2018 Q4 Court,93,11,5,3,0,0,4,2,8,4,Colusa,John R. Poyner,0,0,NA,0,1,,8,62.5,37.5,0,0
Colusa_ 2019 Q1 Court,230,Colusa, 2019 Q1 Court,96,45,6,3,0,0,3,0,4,1,Colusa,Matthew R. Beauchamp,0,0,NA,NA,0,,9,66.66666667,33.33333333,0,0
Colusa_ 2019 Q2 Court,231,Colusa, 2019 Q2 Court,66,9,7,6,1,1,6,1,5,2,Colusa,Matthew R. Beauchamp,0,0,NA,NA,0,,15,46.66666667,40,6.666666667,6.666666667
Colusa_ 2019 Q3 Court,232,Colusa, 2019 Q3 Court,73,33,3,20,5,0,18,0,4,0,Colusa,Matthew R. Beauchamp,0,0,NA,NA,0,,28,10.71428571,71.42857143,0,17.85714286
Colusa_ 2019 Q4 Court,233,Colusa, 2019 Q4 Court,77,21,9,16,3,0,19,0,4,4,Colusa,Matthew R. Beauchamp,0,0,NA,NA,0,,28,32.14285714,57.14285714,0,10.71428571
Colusa_ 2020 Q1 Court,234,Colusa, 2020 Q1 Court,67,29,7,10,5,0,17,0,7,2,Colusa,Matthew R. Beauchamp,0,0,NA,NA,0,,22,31.81818182,45.45454545,0,22.72727273
Colusa_ 2020 Q2 Court,235,Colusa, 2020 Q2 Court,62,20,2,4,0,0,10,0,4,0,Colusa,Matthew R. Beauchamp,0,0,NA,NA,0,,6,33.33333333,66.66666667,0,0
Colusa_ 2020 Q3 Court,236,Colusa, 2020 Q3 Court,65,29,5,16,0,0,15,1,12,0,Colusa,Matthew R. Beauchamp,0,0,NA,NA,0,,21,23.80952381,76.19047619,0,0
Colusa_ 2020 Q4 Court,237,Colusa, 2020 Q4 Court,57,30,3,10,1,0,5,0,4,0,Colusa,Matthew R. Beauchamp,0,0,NA,NA,0,,14,21.42857143,71.42857143,0,7.142857143
Colusa_ 2021 Q1 Court,238,Colusa, 2021 Q1 Court,58,41,6,4,2,0,18,0,7,0,Colusa,Matthew R. Beauchamp,0,0,NA,NA,0,,12,50,33.33333333,0,16.66666667
Colusa_ 2021 Q2 Court,239,Colusa, 2021 Q2 Court,72,28,9,6,3,0,12,0,9,0,Colusa,Matthew R. Beauchamp,0,0,NA,NA,0,,18,50,33.33333333,0,16.66666667
Colusa_ 2021 Q3 Court,240,Colusa, 2021 Q3 Court,67,16,10,7,1,1,11,0,7,0,Colusa,Matthew R. Beauchamp,0,0,NA,NA,0,,19,52.63157895,36.84210526,5.263157895,5.263157895
Colusa_ 2021 Q4 Court,241,Colusa, 2021 Q4 Court,63,30,7,7,0,0,7,2,5,0,Colusa,Matthew R. Beauchamp,0,0,NA,NA,0,,14,50,50,0,0
Colusa_ 2022 Q1 Court,242,Colusa, 2022 Q1 Court,53,29,14,18,0,3,8,0,6,0,Colusa,Matthew R. Beauchamp,0,0,NA,0,0,,35,40,51.42857143,8.571428571,0
Colusa_ 2022 Q2 Court,243,Colusa, 2022 Q2 Court,69,27,17,15,3,0,14,0,11,1,Colusa,Matthew R. Beauchamp,0,0,NA,0,0,,35,48.57142857,42.85714286,0,8.571428571
Colusa_ 2022 Q3 Court,244,Colusa, 2022 Q3 Court,77,32,7,16,2,2,18,3,4,0,Colusa,Matthew R. Beauchamp,0,0,NA,0,1,,27,25.92592593,59.25925926,7.407407407,7.407407407
Colusa_ 2022 Q4 Court,245,Colusa, 2022 Q4 Court,50,22,10,9,3,1,23,0,8,1,Colusa,Matthew R. Beauchamp,0,0,NA,0,1,,23,43.47826087,39.13043478,4.347826087,13.04347826
Colusa_ 2023 Q1 Court,246,Colusa, 2023 Q1 Court,NA,13,13,9,9,0,12,0,8,0,Colusa,Brendan Michael Farrell,0,1,1,1,0,,31,41.93548387,29.03225806,0,29.03225806
Contra Costa_ 2013 Q1 Court,247,Contra Costa, 2013 Q1 Court,1027,143,85,286,5,51,446,23,24,NA,Contra Costa,Mark A. Peterson,0,1,1,1,0,2010 was contested,427,19.90632319,66.97892272,11.94379391,1.170960187
Contra Costa_ 2013 Q2 Court,248,Contra Costa, 2013 Q2 Court,1139,172,88,323,11,38,524,48,33,NA,Contra Costa,Mark A. Peterson,0,1,1,1,0,,460,19.13043478,70.2173913,8.260869565,2.391304348
Contra Costa_ 2013 Q3 Court,249,Contra Costa, 2013 Q3 Court,1165,185,98,353,1,42,567,27,45,34,Contra Costa,Mark A. Peterson,0,1,1,1,0,,494,19.83805668,71.45748988,8.502024291,0.20242915
Contra Costa_ 2013 Q4 Court,250,Contra Costa, 2013 Q4 Court,1097,182,82,336,1,47,527,24,45,28,Contra Costa,Mark A. Peterson,0,1,1,1,0,,466,17.59656652,72.10300429,10.08583691,0.214592275
Contra Costa_ 2014 Q1 Court,251,Contra Costa, 2014 Q1 Court,1236,183,103,362,2,57,610,36,57,62,Contra Costa,Mark A. Peterson,0,1,1,1,0,,524,19.65648855,69.08396947,10.8778626,0.381679389
Contra Costa_ 2014 Q2 Court,252,Contra Costa, 2014 Q2 Court,1329,223,98,342,2,57,658,53,60,77,Contra Costa,Mark A. Peterson,0,1,1,1,0,,499,19.63927856,68.53707415,11.42284569,0.400801603
Contra Costa_ 2014 Q3 Court,253,Contra Costa, 2014 Q3 Court,1254,243,51,295,0,51,656,85,51,89,Contra Costa,Mark A. Peterson,0,1,1,1,1,,397,12.84634761,74.30730479,12.84634761,0
Contra Costa_ 2014 Q4 Court,254,Contra Costa, 2014 Q4 Court,1073,298,100,229,0,38,471,75,44,54,Contra Costa,Mark A. Peterson,0,1,1,1,1,,367,27.2479564,62.39782016,10.35422343,0
Contra Costa_ 2015 Q1 Court,255,Contra Costa, 2015 Q1 Court,1018,167,93,200,2,36,495,82,46,41,Contra Costa,Mark A. Peterson,0,NA,NA,NA,0,,331,28.09667674,60.42296073,10.87613293,0.604229607
Contra Costa_ 2015 Q2 Court,256,Contra Costa, 2015 Q2 Court,987,163,116,331,0,38,521,73,50,47,Contra Costa,Mark A. Peterson,0,NA,NA,NA,0,,485,23.91752577,68.24742268,7.835051546,0
