County_and_Quarter,X,County.x,Quarter,Petition_for_Modification,FTA_Warrant,Prison,Probation,Straight_1170h,Split_1170h,Probation_Petition,MS_Petition,PRCS_Petition,Parole_Petition,County.y,Name,Decarceratory,Did_Incumbent_Seek_Reelection,If_Sought_Did_Incumbent_Win,Contested,Election_Year,Notes...election.years...2014..2018..2022.with.New.DA.coming.in.Q1.after..,Total_Sentences,Percentage_Prison,Percentage_Probation,Percentage_Split,Percentage_Straight
Humboldt_2020 Q1 Court,557,Humboldt,2020 Q1 Court,275,46,44,207,1,15,130,51,35,32,Humboldt,Maggie Fleming,0,0,NA,1,0,,267,16.479401,77.52809,5.617978,0.374532
Humboldt_2020 Q2 Court,558,Humboldt,2020 Q2 Court,240,49,21,60,0,2,57,18,17,4,Humboldt,Maggie Fleming,0,0,NA,1,0,,83,25.301205,72.289157,2.409639,0.0
Humboldt_2020 Q3 Court,559,Humboldt,2020 Q3 Court,332,91,35,111,1,4,120,25,25,7,Humboldt,Maggie Fleming,0,0,NA,1,0,,151,23.178808,73.509934,2.649007,0.662252
Humboldt_2020 Q4 Court,560,Humboldt,2020 Q4 Court,258,109,40,84,0,9,103,15,23,13,Humboldt,Maggie Fleming,0,0,NA,1,0,,133,30.075188,63.157895,6.766917,0.0
Humboldt_2021 Q1 Court,561,Humboldt,2021 Q1 Court,381,131,24,89,0,7,98,30,16,19,Humboldt,Maggie Fleming,0,0,NA,1,0,,120,20.0,74.166667,5.833333,0.0
Humboldt_2021 Q2 Court,562,Humboldt,2021 Q2 Court,326,189,36,95,1,12,89,20,18,36,Humboldt,Maggie Fleming,0,0,NA,1,0,,144,25.0,65.972222,8.333333,0.694444
Humboldt_2021 Q3 Court,563,Humboldt,2021 Q3 Court,340,206,77,114,0,18,108,20,13,22,Humboldt,Maggie Fleming,0,0,NA,1,0,,209,36.842105,54.545455,8.61244,0.0
Humboldt_2021 Q4 Court,564,Humboldt,2021 Q4 Court,353,192,65,116,1,11,87,22,17,9,Humboldt,Maggie Fleming,0,0,NA,1,0,,193,33.678756,60.103627,5.699482,0.518135
Humboldt_2022 Q1 Court,565,Humboldt,2022 Q1 Court,243,225,52,127,0,12,77,18,11,16,Humboldt,Maggie Fleming,0,0,NA,1,0,Maggie Fleming did not run again. Stacey Eads ,191,27.225131,66.492147,6.282723,0.0
Humboldt_2022 Q2 Court,566,Humboldt,2022 Q2 Court,296,203,72,146,4,18,71,22,8,16,Humboldt,Maggie Fleming,0,0,NA,1,0,,240,30.0,60.833333,7.5,1.666667
Humboldt_2022 Q3 Court,567,Humboldt,2022 Q3 Court,309,197,81,120,1,19,82,29,15,7,Humboldt,Maggie Fleming,0,0,NA,1,1,,221,36.651584,54.298643,8.597285,0.452489
Humboldt_2022 Q4 Court,568,Humboldt,2022 Q4 Court,271,143,33,103,3,19,80,29,20,10,Humboldt,Maggie Fleming,0,0,NA,1,1,,158,20.886076,65.189873,12.025316,1.898734
Humboldt_2023 Q1 Court,569,Humboldt,2023 Q1 Court,303,158,38,92,0,14,97,33,20,14,Humboldt,Stacey Eads,0,NA,NA,NA,0,,144,26.388889,63.888889,9.722222,0.0
Humboldt_2023 Q2 Court,570,Humboldt,2023 Q2 Court,270,125,55,147,1,15,98,42,23,NA,,,,,,,,,218,25.229358,67.431193,6.880734,0.458716
Humboldt_2023 Q3 Court,571,Humboldt,2023 Q3 Court,278,134,52,169,0,16,90,19,26,18,,,,,,,,,237,21.940928,71.308017,6.751055,0.0
Humboldt_2023 Q4 Court,572,Humboldt,2023 Q4 Court,270,93,57,153,1,13,85,45,21,16,,,,,,,,,224,25.446429,68.303571,5.803571,0.446429
Humboldt_2024 Q1 Court,573,Humboldt,2024 Q1 Court,264,103,43,75,0,15,105,30,29,19,,,,,,,,,133,32.330827,56.390977,11.278195,0.0
Humboldt_2024 Q2 Court,574,Humboldt,2024 Q2 Court,258,114,43,76,1,10,80,27,37,13,,,,,,,,,130,33.076923,58.461538,7.692308,0.769231
Humboldt_2024 Q3 Court,575,Humboldt,2024 Q3 Court,241,94,26,67,0,9,102,41,30,17,,,,,,,,,102,25.490196,65.686275,8.823529,0.0
Humboldt_2024 Q4 Court,576,Humboldt,2024 Q4 Court,291,71,26,83,1,5,101,42,31,18,,,,,,,,,115,22.608696,72.173913,4.347826,0.869565
Imperial_2013 Q1 Court,577,Imperial,2013 Q1 Court,580,78,67,146,27,0,101,0,7,0,Imperial,Gilbert G. Otero,0,1,1,0,0,https://elections.imperialcounty.org/election-data/,240,27.916667,60.833333,0.0,11.25
Imperial_2013 Q2 Court,578,Imperial,2013 Q2 Court,556,88,59,168,27,0,141,0,14,NA,Imperial,Gilbert G. Otero,0,1,1,0,0,,254,23.228346,66.141732,0.0,10.629921
Imperial_2013 Q3 Court,579,Imperial,2013 Q3 Court,552,71,44,155,32,0,132,0,20,13,Imperial,Gilbert G. Otero,0,1,1,0,0,,231,19.047619,67.099567,0.0,13.852814
Imperial_2013 Q4 Court,580,Imperial,2013 Q4 Court,570,113,70,171,29,6,139,2,17,17,Imperial,Gilbert G. Otero,0,1,1,0,0,,276,25.362319,61.956522,2.173913,10.507246
Imperial_2014 Q1 Court,581,Imperial,2014 Q1 Court,501,99,45,136,29,8,138,1,20,14,Imperial,Gilbert G. Otero,0,1,1,0,0,,218,20.642202,62.385321,3.669725,13.302752
Imperial_2014 Q2 Court,582,Imperial,2014 Q2 Court,570,96,53,204,29,14,167,3,25,22,Imperial,Gilbert G. Otero,0,1,1,0,0,,300,17.666667,68.0,4.666667,9.666667
Imperial_2014 Q3 Court,583,Imperial,2014 Q3 Court,485,92,65,161,33,7,196,14,40,12,Imperial,Gilbert G. Otero,0,1,1,0,0,,266,24.43609,60.526316,2.631579,12.406015
Imperial_2014 Q4 Court,584,Imperial,2014 Q4 Court,401,76,53,143,15,5,132,15,26,23,Imperial,Gilbert G. Otero,0,1,1,0,0,,216,24.537037,66.203704,2.314815,6.944444
Imperial_2015 Q1 Court,585,Imperial,2015 Q1 Court,379,60,43,126,16,6,131,12,28,13,Imperial,Gilbert G. Otero,0,1,1,0,0,,191,22.513089,65.968586,3.141361,8.376963
Imperial_2015 Q2 Court,586,Imperial,2015 Q2 Court,470,58,36,170,19,6,136,13,37,7,Imperial,Gilbert G. Otero,0,1,1,0,0,,231,15.584416,73.593074,2.597403,8.225108
Imperial_2015 Q3 Court,587,Imperial,2015 Q3 Court,438,63,75,155,25,4,184,9,40,15,Imperial,Gilbert G. Otero,0,1,1,0,1,,259,28.957529,59.84556,1.544402,9.65251
Imperial_2015 Q4 Court,588,Imperial,2015 Q4 Court,367,74,47,142,21,2,186,8,24,7,Imperial,Gilbert G. Otero,0,1,1,0,1,,212,22.169811,66.981132,0.943396,9.90566
Imperial_2016 Q1 Court,589,Imperial,2016 Q1 Court,404,87,76,130,19,7,150,8,32,10,Imperial,Gilbert G. Otero,0,1,1,1,0,,232,32.758621,56.034483,3.017241,8.189655
Imperial_2016 Q2 Court,590,Imperial,2016 Q2 Court,410,71,80,147,19,6,184,7,42,17,Imperial,Gilbert G. Otero,0,1,1,1,0,,252,31.746032,58.333333,2.380952,7.539683
Imperial_2016 Q3 Court,591,Imperial,2016 Q3 Court,408,59,74,124,13,5,156,4,29,14,Imperial,Gilbert G. Otero,0,1,1,1,0,,216,34.259259,57.407407,2.314815,6.018519
Imperial_2016 Q4 Court,592,Imperial,2016 Q4 Court,302,42,58,104,15,2,160,2,42,15,Imperial,Gilbert G. Otero,0,1,1,1,0,,179,32.402235,58.100559,1.117318,8.379888
Imperial_2017 Q1 Court,593,Imperial,2017 Q1 Court,398,45,72,123,10,4,159,4,29,14,Imperial,Gilbert G. Otero,0,1,1,1,0,,209,34.449761,58.851675,1.913876,4.784689
Imperial_2017 Q2 Court,594,Imperial,2017 Q2 Court,407,50,60,96,21,2,226,4,45,14,Imperial,Gilbert G. Otero,0,1,1,1,0,,179,33.519553,53.631285,1.117318,11.731844
Imperial_2017 Q3 Court,595,Imperial,2017 Q3 Court,362,68,99,130,11,6,204,4,34,14,Imperial,Gilbert G. Otero,0,1,1,1,0,,246,40.243902,52.845528,2.439024,4.471545
Imperial_2017 Q4 Court,596,Imperial,2017 Q4 Court,344,58,72,255,7,3,162,1,37,15,Imperial,Gilbert G. Otero,0,1,1,1,0,,337,21.364985,75.667656,0.890208,2.077151
Imperial_2018 Q1 Court,597,Imperial,2018 Q1 Court,309,43,69,230,0,2,182,8,30,11,Imperial,Gilbert G. Otero,0,1,1,1,0,,301,22.923588,76.41196,0.664452,0.0
Imperial_2018 Q2 Court,598,Imperial,2018 Q2 Court,375,63,80,236,5,3,193,0,30,11,Imperial,Gilbert G. Otero,0,1,1,1,0,,324,24.691358,72.839506,0.925926,1.54321
Imperial_2018 Q3 Court,599,Imperial,2018 Q3 Court,375,76,101,256,7,1,194,1,35,8,Imperial,Gilbert G. Otero,0,1,1,1,1,,365,27.671233,70.136986,0.273973,1.917808
Imperial_2018 Q4 Court,600,Imperial,2018 Q4 Court,280,70,80,203,10,4,158,1,34,5,Imperial,Gilbert G. Otero,0,1,1,1,1,,297,26.936027,68.350168,1.346801,3.367003
Imperial_2019 Q1 Court,601,Imperial,2019 Q1 Court,268,59,54,161,3,5,123,0,29,6,Imperial,Gilbert G. Otero,0,0,NA,NA,0,,223,24.215247,72.197309,2.242152,1.345291
Imperial_2019 Q2 Court,602,Imperial,2019 Q2 Court,328,77,58,181,4,6,156,1,23,6,Imperial,Gilbert G. Otero,0,0,NA,NA,0,,249,23.293173,72.690763,2.409639,1.606426
Imperial_2019 Q3 Court,603,Imperial,2019 Q3 Court,343,84,55,193,5,19,134,1,30,10,Imperial,Gilbert G. Otero,0,0,NA,NA,0,,272,20.220588,70.955882,6.985294,1.838235
Imperial_2019 Q4 Court,604,Imperial,2019 Q4 Court,252,65,53,166,8,9,131,1,19,4,Imperial,Gilbert G. Otero,0,0,NA,NA,0,,236,22.457627,70.338983,3.813559,3.389831
Imperial_2020 Q1 Court,605,Imperial,2020 Q1 Court,252,54,49,150,5,6,130,0,27,10,Imperial,Gilbert G. Otero,0,0,NA,NA,0,,210,23.333333,71.428571,2.857143,2.380952
Imperial_2020 Q2 Court,606,Imperial,2020 Q2 Court,169,42,19,52,1,3,24,0,4,0,Imperial,Gilbert G. Otero,0,0,NA,NA,0,,75,25.333333,69.333333,4.0,1.333333
Imperial_2020 Q3 Court,607,Imperial,2020 Q3 Court,248,75,20,74,6,6,53,4,28,1,Imperial,Gilbert G. Otero,0,0,NA,NA,0,,106,18.867925,69.811321,5.660377,5.660377
Imperial_2020 Q4 Court,608,Imperial,2020 Q4 Court,348,60,15,50,3,1,86,1,32,1,Imperial,Gilbert G. Otero,0,0,NA,NA,0,,69,21.73913,72.463768,1.449275,4.347826
Imperial_2021 Q1 Court,609,Imperial,2021 Q1 Court,394,60,25,48,2,0,78,4,24,0,Imperial,Gilbert G. Otero,0,0,NA,NA,0,,75,33.333333,64.0,0.0,2.666667
Imperial_2021 Q2 Court,610,Imperial,2021 Q2 Court,363,112,36,92,7,2,70,6,19,3,Imperial,Gilbert G. Otero,0,0,NA,NA,0,,137,26.277372,67.153285,1.459854,5.109489
Imperial_2021 Q3 Court,611,Imperial,2021 Q3 Court,427,102,57,120,8,5,72,15,10,3,Imperial,Gilbert G. Otero,0,0,NA,NA,0,,190,30.0,63.157895,2.631579,4.210526
Imperial_2021 Q4 Court,612,Imperial,2021 Q4 Court,195,83,82,120,3,3,55,5,21,0,Imperial,Gilbert G. Otero,0,0,NA,NA,0,,208,39.423077,57.692308,1.442308,1.442308
Imperial_2022 Q1 Court,613,Imperial,2022 Q1 Court,243,60,56,69,4,4,76,1,24,8,Imperial,Gilbert G. Otero,0,0,NA,1,0,,133,42.105263,51.879699,3.007519,3.007519
Imperial_2022 Q2 Court,614,Imperial,2022 Q2 Court,306,73,57,116,8,5,90,2,13,3,Imperial,Gilbert G. Otero,0,0,NA,1,0,,186,30.645161,62.365591,2.688172,4.301075
Imperial_2022 Q3 Court,615,Imperial,2022 Q3 Court,422,80,67,122,5,10,85,3,29,5,Imperial,Gilbert G. Otero,0,0,NA,1,1,,204,32.843137,59.803922,4.901961,2.45098
Imperial_2022 Q4 Court,616,Imperial,2022 Q4 Court,272,58,56,92,1,8,72,2,30,0,Imperial,Gilbert G. Otero,0,0,NA,1,1,,157,35.66879,58.598726,5.095541,0.636943
Imperial_2023 Q1 Court,617,Imperial,2023 Q1 Court,205,69,72,96,5,8,85,10,35,4,Imperial,George Marquez,0,0,NA,NA,0,,181,39.779006,53.038674,4.41989,2.762431
Imperial_2023 Q2 Court,618,Imperial,2023 Q2 Court,275,46,66,103,3,7,71,3,21,1,,,,,,,,,179,36.871508,57.541899,3.910615,1.675978
Imperial_2023 Q3 Court,619,Imperial,2023 Q3 Court,252,36,54,148,5,8,78,4,24,2,,,,,,,,,215,25.116279,68.837209,3.72093,2.325581
Imperial_2023 Q4 Court,620,Imperial,2023 Q4 Court,221,46,62,106,6,4,66,2,35,2,,,,,,,,,178,34.831461,59.550562,2.247191,3.370787
Imperial_2024 Q1 Court,621,Imperial,2024 Q1 Court,263,37,56,130,1,2,63,5,35,4,,,,,,,,,189,29.62963,68.783069,1.058201,0.529101
Imperial_2024 Q2 Court,622,Imperial,2024 Q2 Court,241,37,62,115,5,6,73,8,36,12,,,,,,,,,188,32.978723,61.170213,3.191489,2.659574
Imperial_2024 Q3 Court,623,Imperial,2024 Q3 Court,257,33,58,127,5,6,74,5,46,7,,,,,,,,,196,29.591837,64.795918,3.061224,2.55102
Imperial_2024 Q4 Court,624,Imperial,2024 Q4 Court,258,20,57,139,4,1,67,1,24,5,,,,,,,,,201,28.358209,69.154229,0.497512,1.99005
Inyo_2013 Q1 Court,625,Inyo,2013 Q1 Court,48,13,5,8,3,2,3,1,0,0,Inyo,Arthur Maillett,0,0,NA,NA,0,https://elections.inyocounty.us/results/,18,27.777778,44.444444,11.111111,16.666667
Inyo_2013 Q2 Court,626,Inyo,2013 Q2 Court,47,8,2,5,5,3,8,3,0,0,Inyo,Arthur Maillett,0,0,NA,NA,0,,15,13.333333,33.333333,20.0,33.333333
Inyo_2013 Q3 Court,627,Inyo,2013 Q3 Court,78,3,3,26,0,9,10,8,1,1,Inyo,Arthur Maillett,0,0,NA,NA,0,,38,7.894737,68.421053,23.684211,0.0
Inyo_2013 Q4 Court,628,Inyo,2013 Q4 Court,55,3,1,16,1,2,40,2,0,5,Inyo,Arthur Maillett,0,0,NA,NA,0,,20,5.0,80.0,10.0,5.0
Inyo_2014 Q1 Court,629,Inyo,2014 Q1 Court,39,2,3,20,1,8,37,3,1,2,Inyo,Arthur Maillett,0,0,NA,NA,0,,32,9.375,62.5,25.0,3.125
Inyo_2014 Q2 Court,630,Inyo,2014 Q2 Court,45,2,3,17,3,5,39,1,5,2,Inyo,Arthur Maillett,0,0,NA,NA,0,,28,10.714286,60.714286,17.857143,10.714286
Inyo_2014 Q3 Court,631,Inyo,2014 Q3 Court,76,7,3,15,0,1,33,5,2,2,,,,,,,,,19,15.789474,78.947368,5.263158,0.0
Inyo_2014 Q4 Court,632,Inyo,2014 Q4 Court,47,10,3,31,2,1,33,1,1,0,,,,,,,,,37,8.108108,83.783784,2.702703,5.405405
Inyo_2015 Q1 Court,633,Inyo,2015 Q1 Court,57,19,3,25,4,1,28,0,0,0,Inyo,Thomas Hardy,0,1,1,0,0,,33,9.090909,75.757576,3.030303,12.121212
Inyo_2015 Q2 Court,634,Inyo,2015 Q2 Court,58,16,9,27,1,0,36,0,1,3,Inyo,Thomas Hardy,0,1,1,0,0,,37,24.324324,72.972973,0.0,2.702703
Inyo_2015 Q3 Court,635,Inyo,2015 Q3 Court,48,8,4,36,2,0,48,3,1,0,Inyo,Thomas Hardy,0,1,1,0,0,,42,9.52381,85.714286,0.0,4.761905
Inyo_2015 Q4 Court,636,Inyo,2015 Q4 Court,38,14,3,19,0,2,37,2,4,0,Inyo,Thomas Hardy,0,1,1,0,0,,24,12.5,79.166667,8.333333,0.0
Inyo_2016 Q1 Court,637,Inyo,2016 Q1 Court,37,10,6,22,0,3,31,1,6,0,Inyo,Thomas Hardy,0,1,1,0,0,,31,19.354839,70.967742,9.677419,0.0
Inyo_2016 Q2 Court,638,Inyo,2016 Q2 Court,49,2,2,27,0,0,39,3,7,0,Inyo,Thomas Hardy,0,1,1,0,0,,29,6.896552,93.103448,0.0,0.0
Inyo_2016 Q3 Court,639,Inyo,2016 Q3 Court,35,7,6,17,1,2,46,2,9,0,Inyo,Thomas Hardy,0,1,1,0,0,,26,23.076923,65.384615,7.692308,3.846154
Inyo_2016 Q4 Court,640,Inyo,2016 Q4 Court,45,4,3,16,0,1,46,6,7,0,Inyo,Thomas Hardy,0,1,1,0,0,,20,15.0,80.0,5.0,0.0
Inyo_2017 Q1 Court,641,Inyo,2017 Q1 Court,39,17,2,13,0,1,45,5,5,1,Inyo,Thomas Hardy,0,1,1,0,0,,16,12.5,81.25,6.25,0.0
Inyo_2017 Q2 Court,642,Inyo,2017 Q2 Court,61,9,2,22,0,1,45,8,7,0,Inyo,Thomas Hardy,0,1,1,0,0,,25,8.0,88.0,4.0,0.0
Inyo_2017 Q3 Court,643,Inyo,2017 Q3 Court,49,4,0,19,1,1,43,6,9,0,Inyo,Thomas Hardy,0,1,1,0,0,,21,0.0,90.47619,4.761905,4.761905
Inyo_2017 Q4 Court,644,Inyo,2017 Q4 Court,37,11,7,23,0,1,49,4,10,0,Inyo,Thomas Hardy,0,1,1,0,0,,31,22.580645,74.193548,3.225806,0.0
Inyo_2018 Q1 Court,645,Inyo,2018 Q1 Court,35,13,4,14,0,1,42,2,6,0,Inyo,Thomas Hardy,0,1,1,0,0,,19,21.052632,73.684211,5.263158,0.0
Inyo_2018 Q2 Court,646,Inyo,2018 Q2 Court,59,6,5,12,0,3,64,3,4,0,Inyo,Thomas Hardy,0,1,1,0,0,,20,25.0,60.0,15.0,0.0
Inyo_2018 Q3 Court,647,Inyo,2018 Q3 Court,40,4,8,13,0,1,51,2,13,0,Inyo,Thomas Hardy,0,1,1,0,1,,22,36.363636,59.090909,4.545455,0.0
Inyo_2018 Q4 Court,648,Inyo,2018 Q4 Court,46,8,2,8,1,1,31,2,5,1,Inyo,Thomas Hardy,0,1,1,0,1,,12,16.666667,66.666667,8.333333,8.333333
Inyo_2019 Q1 Court,649,Inyo,2019 Q1 Court,34,8,4,9,0,1,28,4,8,0,Inyo,Thomas Hardy,0,1,1,0,0,,14,28.571429,64.285714,7.142857,0.0
Inyo_2019 Q2 Court,650,Inyo,2019 Q2 Court,47,20,3,11,0,1,26,9,8,1,Inyo,Thomas Hardy,0,1,1,0,0,,15,20.0,73.333333,6.666667,0.0
Inyo_2019 Q3 Court,651,Inyo,2019 Q3 Court,51,8,5,15,1,1,30,1,9,1,Inyo,Thomas Hardy,0,1,1,0,0,,22,22.727273,68.181818,4.545455,4.545455
Inyo_2019 Q4 Court,652,Inyo,2019 Q4 Court,27,9,5,15,4,0,32,1,10,0,Inyo,Thomas Hardy,0,1,1,0,0,,24,20.833333,62.5,0.0,16.666667
Inyo_2020 Q1 Court,653,Inyo,2020 Q1 Court,37,5,3,11,0,0,24,0,10,0,Inyo,Thomas Hardy,0,1,1,0,0,,14,21.428571,78.571429,0.0,0.0
Inyo_2020 Q2 Court,654,Inyo,2020 Q2 Court,34,5,3,4,0,0,17,1,5,0,Inyo,Thomas Hardy,0,1,1,0,0,,7,42.857143,57.142857,0.0,0.0
Inyo_2020 Q3 Court,655,Inyo,2020 Q3 Court,70,19,2,7,0,0,40,2,7,0,Inyo,Thomas Hardy,0,1,1,0,0,,9,22.222222,77.777778,0.0,0.0
Inyo_2020 Q4 Court,656,Inyo,2020 Q4 Court,48,15,3,17,1,0,29,0,7,0,Inyo,Thomas Hardy,0,1,1,0,0,,21,14.285714,80.952381,0.0,4.761905
Inyo_2021 Q1 Court,657,Inyo,2021 Q1 Court,54,16,2,11,0,0,22,0,12,0,Inyo,Thomas Hardy,0,1,1,0,0,,13,15.384615,84.615385,0.0,0.0
Inyo_2021 Q2 Court,658,Inyo,2021 Q2 Court,71,31,3,18,0,0,30,0,6,0,Inyo,Thomas Hardy,0,1,1,0,0,,21,14.285714,85.714286,0.0,0.0
Inyo_2021 Q3 Court,659,Inyo,2021 Q3 Court,74,22,4,18,0,3,31,0,11,0,Inyo,Thomas Hardy,0,1,1,0,0,,25,16.0,72.0,12.0,0.0
Inyo_2021 Q4 Court,660,Inyo,2021 Q4 Court,64,20,6,18,0,0,30,2,12,1,Inyo,Thomas Hardy,0,1,1,0,0,,24,25.0,75.0,0.0,0.0
Inyo_2022 Q1 Court,661,Inyo,2022 Q1 Court,58,20,4,13,0,0,46,0,9,0,Inyo,Thomas Hardy,0,1,1,0,0,,17,23.529412,76.470588,0.0,0.0
Inyo_2022 Q2 Court,662,Inyo,2022 Q2 Court,48,20,4,22,0,0,31,0,6,0,Inyo,Thomas Hardy,0,1,1,0,0,,26,15.384615,84.615385,0.0,0.0
Inyo_2022 Q3 Court,663,Inyo,2022 Q3 Court,48,22,2,20,1,0,28,1,10,0,Inyo,Thomas Hardy,0,1,1,0,1,,23,8.695652,86.956522,0.0,4.347826
Inyo_2022 Q4 Court,664,Inyo,2022 Q4 Court,42,12,1,10,0,1,16,0,8,0,Inyo,Thomas Hardy,0,1,1,0,1,,12,8.333333,83.333333,8.333333,0.0
Inyo_2023 Q1 Court,665,Inyo,2023 Q1 Court,54,11,5,16,1,0,22,0,12,0,Inyo,Thomas Hardy,0,NA,NA,NA,0,,22,22.727273,72.727273,0.0,4.545455
Inyo_2023 Q2 Court,666,Inyo,2023 Q2 Court,54,12,3,10,2,1,23,1,8,0,,,,,,,,,16,18.75,62.5,6.25,12.5
Inyo_2023 Q3 Court,667,Inyo,2023 Q3 Court,57,13,13,17,1,0,19,1,7,0,,,,,,,,,31,41.935484,54.83871,0.0,3.225806
Inyo_2023 Q4 Court,668,Inyo,2023 Q4 Court,52,19,6,15,2,0,27,0,6,1,,,,,,,,,23,26.086957,65.217391,0.0,8.695652
Inyo_2024 Q1 Court,669,Inyo,2024 Q1 Court,67,13,2,12,1,1,18,0,2,0,,,,,,,,,16,12.5,75.0,6.25,6.25
Inyo_2024 Q2 Court,670,Inyo,2024 Q2 Court,42,0,6,28,0,1,25,2,7,0,,,,,,,,,35,17.142857,80.0,2.857143,0.0
Inyo_2024 Q3 Court,671,Inyo,2024 Q3 Court,55,14,7,12,1,0,22,0,5,0,,,,,,,,,20,35.0,60.0,0.0,5.0
Inyo_2024 Q4 Court,672,Inyo,2024 Q4 Court,48,7,5,23,1,0,20,0,8,0,,,,,,,,,29,17.241379,79.310345,0.0,3.448276
Kern_2013 Q1 Court,673,Kern,2013 Q1 Court,2805,329,369,897,403,225,1471,14,468,NA,Kern,Lisa S. Green,0,1,1,0,0,https://kernvote.com/ElectionInformation/ElectionResults,1894,19.482577,47.360084,11.87962,21.277719
Kern_2013 Q2 Court,674,Kern,2013 Q2 Court,2872,418,437,868,443,256,2103,29,463,NA,Kern,Lisa S. Green,0,1,1,0,0,,2004,21.806387,43.313373,12.774451,22.105788
Kern_2013 Q3 Court,675,Kern,2013 Q3 Court,2749,177,385,534,276,128,1792,128,477,58,Kern,Lisa S. Green,0,1,1,0,0,,1323,29.100529,40.362812,9.674981,20.861678
Kern_2013 Q4 Court,676,Kern,2013 Q4 Court,2520,171,381,772,265,98,1615,145,377,55,Kern,Lisa S. Green,0,1,1,0,0,,1516,25.131926,50.923483,6.46438,17.480211
Kern_2014 Q1 Court,677,Kern,2014 Q1 Court,2600,168,342,725,210,130,1638,232,376,90,Kern,Lisa S. Green,0,1,1,0,0,,1407,24.307036,51.528074,9.239517,14.925373
Kern_2014 Q2 Court,678,Kern,2014 Q2 Court,2683,216,346,751,252,136,1746,289,436,121,Kern,Lisa S. Green,0,1,1,0,0,,1485,23.299663,50.572391,9.158249,16.969697
Kern_2014 Q3 Court,679,Kern,2014 Q3 Court,2707,186,404,811,257,157,1825,262,399,110,Kern,Lisa S. Green,0,1,1,0,1,,1629,24.800491,49.785144,9.637815,15.77655
Kern_2014 Q4 Court,680,Kern,2014 Q4 Court,2183,145,351,501,134,106,1254,193,354,86,Kern,Lisa S. Green,0,1,1,0,1,,1092,32.142857,45.879121,9.70696,12.271062
Kern_2015 Q1 Court,681,Kern,2015 Q1 Court,1721,145,356,375,49,57,923,162,327,89,Kern,Lisa S. Green,0,0,NA,NA,0,,837,42.532855,44.802867,6.810036,5.854241
Kern_2015 Q2 Court,682,Kern,2015 Q2 Court,1763,112,405,403,43,93,948,128,332,75,Kern,Lisa S. Green,0,0,NA,NA,0,,944,42.902542,42.690678,9.851695,4.555085
Kern_2015 Q3 Court,683,Kern,2015 Q3 Court,1862,118,397,403,45,116,1012,135,306,86,Kern,Lisa S. Green,0,0,NA,NA,0,,961,41.311134,41.935484,12.07076,4.682622
Kern_2015 Q4 Court,684,Kern,2015 Q4 Court,1672,118,378,435,30,95,987,121,302,96,Kern,Lisa S. Green,0,0,NA,NA,0,,938,40.298507,46.375267,10.127932,3.198294
Kern_2016 Q1 Court,685,Kern,2016 Q1 Court,1730,139,344,381,37,113,963,123,303,87,Kern,Lisa S. Green,0,0,NA,NA,0,,875,39.314286,43.542857,12.914286,4.228571
Kern_2016 Q2 Court,686,Kern,2016 Q2 Court,1810,136,352,409,24,132,1068,115,346,81,Kern,Lisa S. Green,0,0,NA,NA,0,,917,38.386041,44.601963,14.394766,2.61723
Kern_2016 Q3 Court,687,Kern,2016 Q3 Court,1950,107,313,409,30,141,1024,137,311,79,Kern,Lisa S. Green,0,0,NA,NA,0,,893,35.050392,45.800672,15.789474,3.359462
Kern_2016 Q4 Court,688,Kern,2016 Q4 Court,1545,81,385,381,43,122,1009,141,334,93,Kern,Lisa S. Green,0,0,NA,NA,0,,931,41.353383,40.923738,13.104189,4.61869
Kern_2017 Q1 Court,689,Kern,2017 Q1 Court,1780,104,264,369,46,116,999,163,342,120,Kern,Lisa S. Green,0,0,NA,NA,0,,795,33.207547,46.415094,14.591195,5.786164
Kern_2017 Q2 Court,690,Kern,2017 Q2 Court,1842,115,272,459,33,119,1100,181,320,89,Kern,Lisa S. Green,0,0,NA,NA,0,,883,30.804077,51.98188,13.476784,3.737259
Kern_2017 Q3 Court,691,Kern,2017 Q3 Court,1731,126,295,480,23,90,1147,171,358,103,Kern,Lisa S. Green,0,0,NA,NA,0,,888,33.220721,54.054054,10.135135,2.59009
Kern_2017 Q4 Court,692,Kern,2017 Q4 Court,1635,129,259,417,30,71,1108,169,317,88,Kern,Lisa S. Green,0,0,NA,NA,0,,777,33.333333,53.667954,9.137709,3.861004
Kern_2018 Q1 Court,693,Kern,2018 Q1 Court,1831,156,283,456,34,94,1083,173,326,94,Kern,Lisa S. Green,0,0,NA,1,0,,867,32.641292,52.595156,10.841984,3.921569
Kern_2018 Q2 Court,694,Kern,2018 Q2 Court,2023,132,311,496,36,106,1189,211,395,92,Kern,Lisa S. Green,0,0,NA,1,0,,949,32.771338,52.265543,11.169652,3.793467
Kern_2018 Q3 Court,695,Kern,2018 Q3 Court,1947,129,347,524,33,152,1191,177,456,74,Kern,Lisa S. Green,0,0,NA,1,1,,1056,32.859848,49.621212,14.393939,3.125
Kern_2018 Q4 Court,696,Kern,2018 Q4 Court,2042,153,294,477,31,93,1117,183,404,108,Kern,Lisa S. Green,0,0,NA,1,1,,895,32.849162,53.296089,10.391061,3.463687
Kern_2019 Q1 Court,697,Kern,2019 Q1 Court,2041,160,346,490,35,162,1211,215,474,90,Kern,Cynthia Zimmer,0,0,NA,NA,0,,1033,33.494676,47.434656,15.682478,3.38819
